/home/x86isnice/0627_keypoints_with_filter/dataset2/80.pcd:20.7342,2.15672,0,0,9.31745,36.689,3.45457,0,0,4.58692,23.0611,0.417454,2.13099,5.61273,12.4309,18.4216,22.6595,19.312,12.4937,5.57823,0.683235,0.259665,0.00179283,0.234368,2.29773,12.8564,22.6501,7.86004,23.8081,21.6581,7.81858,0.814739,0,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/1.pcd:22.6435,2.10784,0.164777,0,4.39406,39.1484,7.40795,0.03301,0,2.7996,21.3009,0.20929,0.590353,5.39441,13.0148,21.4028,24.4343,18.107,10.5485,5.52453,0.616315,0.157616,0.00215132,0.345081,3.13934,20.4569,24.6212,9.08902,21.8628,16.4171,3.9863,0.0801296,0,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/26.pcd:20.3107,2.19581,0.00187409,0,8.27638,34.4395,6.1837,0.0168423,0,4.29435,24.2809,0.0138545,1.89455,8.71758,11.283,17.1118,22.7812,17.7258,13.9485,5.15047,1.35608,0.0172472,0.0211728,0.540112,4.15678,14.1924,21.894,8.97726,21.2773,18.2172,9.80098,0.844624,0.078173,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/61.pcd:24.7384,2.61825,0.448393,0.0502617,4.96926,39.9021,5.08155,0.301007,0.126065,2.42329,19.3414,0.684949,1.83016,4.08742,9.12932,21.916,25.0108,19.4851,11.3767,4.72888,1.01451,0.736186,0.698436,1.33657,5.12509,15.2327,24.3129,13.9912,22.0518,11.5996,4.34363,1.12364,0.184362,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/42.pcd:21.1867,2.66812,0.026347,0.00736703,6.30059,37.1809,6.4201,0.0251582,0.00996858,2.1072,24.0676,0.151729,1.08394,5.68637,12.4032,22.478,24.7207,18.3743,9.66328,4.26903,0.872346,0.297073,0.020253,0.242911,3.25811,16.3611,25.0913,8.06901,26.6332,18.1981,1.95689,0.143817,0.025358,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/25.pcd:23.4203,2.23062,0,0.0502964,3.49707,43.4977,5.32906,0,0.00357321,1.67541,20.296,0.0346085,0.707461,3.66956,10.6965,19.9277,26.8247,22.5561,10.7325,3.61645,1.18325,0.0511346,0.00949082,0.142685,4.58094,15.139,25.0042,10.24,29.1104,11.2514,3.9706,0.534956,0.0163726,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/90.pcd:24.5497,0.830674,0,0,5.38631,40.3692,3.52534,0.00281713,0,1.83225,23.5037,0.0108774,0.461458,3.57429,10.6296,20.3792,26.739,22.148,11.6512,3.73774,0.665999,0.00260359,0,0.273923,3.08135,14.4569,26.4165,10.1255,26.4799,15.5224,3.45477,0.186876,0.00197826,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/77.pcd:24.9042,1.80454,0,0,3.53744,36.5704,10.3003,0.439234,0,1.3595,21.0844,0.173362,1.19783,5.39148,13.734,21.4256,23.2192,17.7856,11.3832,4.49508,1.02365,0.170992,0.074781,0.177008,5.43527,19.4074,25.3181,9.5981,21.1906,14.5144,3.61133,0.662046,0.0109006,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/88.pcd:27.1505,2.41301,0.00263162,0,2.16913,40.7436,6.29257,0.0207224,0,1.08718,20.1207,0,0.65928,3.9532,10.307,19.7969,25.5155,24.7772,11.1841,2.92064,0.807502,0.0786754,0,0.224506,3.72565,22.706,27.8742,9.96613,22.7757,11.3661,1.21092,0.142482,0.008352,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/41.pcd:18.3808,2.30775,0.17673,0.29353,9.75624,34.8899,4.93973,0.0137729,0.235605,4.07436,24.9316,0.973282,2.60044,7.37748,12.7724,17.9723,20.8242,17.6592,11.2635,5.96899,2.08214,0.50603,0,0.545284,4.75532,12.8555,17.8371,9.56158,22.1601,22.9666,7.36506,1.69439,0.25902,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/39.pcd:24.3737,0.872893,0,0,5.82836,40.0481,5.07109,0,0,1.7609,22.0449,0,0.266372,3.39424,13.4696,24.1466,25.6278,21.6186,8.58018,2.37952,0.469281,0.0477967,0.00401208,0.153803,1.24993,14.4483,30.0906,11.373,23.8668,15.8905,2.8272,0.0875953,0.0082394,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/87.pcd:22.2654,4.17917,0.237056,0.039192,5.7011,35.3155,8.38321,0.0817486,0.164571,3.06809,20.5649,0.854299,1.77273,4.9909,11.9891,18.8264,22.9016,19.2999,11.3861,4.9541,2.5209,0.503957,0.407993,1.34961,5.70464,17.5671,24.3868,8.6442,19.8211,16.2807,4.49023,1.30263,0.0449295,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/35.pcd:24.4215,1.39439,0,0,3.14977,40.6468,5.532,0,0,0.614108,24.2414,0,0.399343,2.11643,10.5911,22.0293,33.9849,20.3869,8.06891,2.02273,0.39825,0.00218856,0,0.321195,2.71337,13.2816,27.7142,16.2306,28.4671,9.58038,1.58029,0.111298,0,flat
/home/x86isnice/0627_keypoints_with_filter/dataset2/83.pcd:29.9459,1.31884,0,0,2.39366,39.2639,7.19342,0.0722519,0.0115003,1.19824,18.6023,0.32784,0.577455,2.85413,9.94757,22.6803,27.8045,20.9928,10.1973,3.93618,0.640384,0.0415717,0,0.346411,3.52104,17.2552,34.3562,12.3336,21.6106,9.01907,1.29136,0.262183,0.00435444,flat
